epoch,acc,loss,val_acc,val_loss
0,0.206787109375,2.2632956504821777,0.23828125,2.067615270614624
1,0.308837890625,1.8967018127441406,0.385498046875,1.661911129951477
2,0.390380859375,1.681082844734192,0.451416015625,1.5661066770553589
3,0.42138671875,1.6069259643554688,0.413330078125,1.6354986429214478
4,0.45578062534332275,1.524111270904541,0.408203125,1.6828068494796753
5,0.47802734375,1.4715067148208618,0.510986328125,1.373613953590393
6,0.51220703125,1.3624948263168335,0.51708984375,1.3297985792160034
7,0.526611328125,1.318101167678833,0.55224609375,1.236905574798584
8,0.548095703125,1.2588497400283813,0.508544921875,1.3540974855422974
9,0.565185546875,1.2079862356185913,0.546142578125,1.2554247379302979
10,0.578369140625,1.1850805282592773,0.564208984375,1.2336652278900146
11,0.60107421875,1.1368659734725952,0.57763671875,1.206809163093567
12,0.616455078125,1.0899511575698853,0.595458984375,1.131559133529663
13,0.625,1.0407121181488037,0.6201171875,1.0655018091201782
14,0.631591796875,1.030181646347046,0.63134765625,1.0536824464797974
15,0.65283203125,0.9975302815437317,0.648681640625,0.9713544249534607
16,0.65966796875,0.9722935557365417,0.60791015625,1.1227221488952637
17,0.689697265625,0.900936484336853,0.61474609375,1.0960805416107178
18,0.6689453125,0.9282183647155762,0.61767578125,1.0916645526885986
19,0.7013339996337891,0.8787868618965149,0.6708984375,0.9495610594749451
20,0.70361328125,0.8450585603713989,0.665771484375,1.0012043714523315
21,0.6982421875,0.8689765930175781,0.641845703125,1.0061017274856567
22,0.71533203125,0.8438357710838318,0.689697265625,0.9055616855621338
23,0.713623046875,0.8265976309776306,0.654296875,1.0209202766418457
24,0.727783203125,0.7873736023902893,0.6396484375,1.045457124710083
25,0.7353515625,0.7885620594024658,0.697509765625,0.8840866088867188
26,0.726806640625,0.7788925766944885,0.70556640625,0.859002947807312
27,0.740234375,0.7564433217048645,0.65478515625,1.021213173866272
28,0.739990234375,0.7442283034324646,0.713623046875,0.8220395445823669
29,0.7519763112068176,0.7184917330741882,0.716064453125,0.829221248626709
30,0.7626953125,0.6923524141311646,0.707275390625,0.8430484533309937
31,0.7578125,0.7073537707328796,0.695556640625,0.8922127485275269
32,0.758544921875,0.6929494142532349,0.70068359375,0.8787114024162292
33,0.768798828125,0.6749323606491089,0.7080078125,0.8674463033676147
34,0.77685546875,0.6438611149787903,0.716064453125,0.8420235514640808
35,0.78173828125,0.6213403344154358,0.732666015625,0.8174647092819214
36,0.78955078125,0.6173399686813354,0.719482421875,0.8537050485610962
37,0.7848320007324219,0.614445149898529,0.71630859375,0.8499913215637207
38,0.7890625,0.5934577584266663,0.71728515625,0.8733165264129639
39,0.8065711259841919,0.5661559104919434,0.703125,0.9192556738853455
40,0.8031126260757446,0.5755531787872314,0.70068359375,0.902798056602478
41,0.802978515625,0.5718343257904053,0.73046875,0.8406250476837158
42,0.813232421875,0.5585922598838806,0.7236328125,0.8408678770065308
43,0.829345703125,0.5094567537307739,0.718017578125,0.9235780239105225
44,0.806884765625,0.558902382850647,0.7197265625,0.8714987635612488
45,0.81689453125,0.5504045486450195,0.736083984375,0.7934969663619995
46,0.82421875,0.5188129544258118,0.738037109375,0.8025057315826416
47,0.836181640625,0.4962491989135742,0.73486328125,0.8193838000297546
48,0.82421875,0.5194780826568604,0.739501953125,0.8044679760932922
49,0.833251953125,0.48535388708114624,0.73388671875,0.8921864628791809
50,0.8291015625,0.48166775703430176,0.71728515625,0.9027485251426697
51,0.83837890625,0.48121416568756104,0.746826171875,0.8365112543106079
52,0.84326171875,0.4686349630355835,0.74267578125,0.8418900966644287
53,0.833984375,0.4900808036327362,0.73974609375,0.8310596942901611
54,0.84912109375,0.4608566462993622,0.72021484375,0.8932790160179138
55,0.840576171875,0.4691157937049866,0.73291015625,0.8473612666130066
56,0.84423828125,0.4544825851917267,0.7470703125,0.8344676494598389
57,0.841552734375,0.45030447840690613,0.722900390625,0.9016681909561157
58,0.850341796875,0.44432806968688965,0.732666015625,0.8940926790237427
59,0.851318359375,0.43112897872924805,0.74755859375,0.7914982438087463
60,0.853515625,0.43021467328071594,0.754638671875,0.8230790495872498
61,0.85400390625,0.4212265908718109,0.7470703125,0.8168118596076965
62,0.854736328125,0.43362852931022644,0.755615234375,0.7884523272514343
63,0.871337890625,0.3902275264263153,0.7373046875,0.8666700720787048
64,0.869384765625,0.3847406208515167,0.738037109375,0.8655497431755066
65,0.86767578125,0.395730197429657,0.7333984375,0.8616743683815002
66,0.87744140625,0.35836735367774963,0.74560546875,0.9218806028366089
67,0.87255859375,0.39393532276153564,0.7470703125,0.7842150330543518
68,0.8814229369163513,0.3614124655723572,0.74609375,0.9191516637802124
69,0.883544921875,0.34041422605514526,0.744873046875,0.8463244438171387
70,0.867919921875,0.3862970471382141,0.744384765625,0.8525099754333496
71,0.8779296875,0.3566325604915619,0.75390625,0.7862236499786377
72,0.89404296875,0.33426550030708313,0.751708984375,0.85600745677948
73,0.883544921875,0.3410654067993164,0.764404296875,0.7482033371925354
74,0.887451171875,0.3355183005332947,0.738037109375,0.9807916283607483
75,0.888916015625,0.338236927986145,0.756591796875,0.8621659278869629
76,0.890380859375,0.31254178285598755,0.744140625,0.9770587682723999
77,0.88916015625,0.3411729335784912,0.737548828125,0.9391065835952759
78,0.89404296875,0.3115435838699341,0.75048828125,0.9177460670471191
79,0.88525390625,0.3362586498260498,0.742919921875,0.898415207862854
80,0.89111328125,0.3208731710910797,0.757080078125,0.8771263957023621
81,0.89111328125,0.3377033472061157,0.75634765625,0.90105140209198
82,0.899658203125,0.3167499005794525,0.7587890625,0.8848745226860046
83,0.900146484375,0.334420770406723,0.752197265625,0.918706476688385
84,0.90380859375,0.2839120626449585,0.748046875,0.9603140950202942
85,0.9052734375,0.3058885931968689,0.749755859375,0.8681782484054565
86,0.9052734375,0.2844511866569519,0.75537109375,0.980762243270874
87,0.8994140625,0.3001491129398346,0.756591796875,1.0050108432769775
88,0.899169921875,0.29864200949668884,0.758056640625,0.9269438982009888
89,0.90087890625,0.2903856635093689,0.74560546875,0.974400520324707
90,0.904052734375,0.28124457597732544,0.7138671875,1.2949321269989014
91,0.907470703125,0.2689777910709381,0.73876953125,1.0946900844573975
92,0.90966796875,0.27971357107162476,0.752197265625,0.891975998878479
93,0.900634765625,0.2886974513530731,0.7392578125,1.0110821723937988
94,0.91259765625,0.27594366669654846,0.750732421875,0.9613515734672546
95,0.917724609375,0.2597010135650635,0.733154296875,1.030177354812622
96,0.904052734375,0.286238431930542,0.736328125,1.0636519193649292
97,0.90869140625,0.28217431902885437,0.7705078125,0.9163429141044617
98,0.911865234375,0.2686324417591095,0.758056640625,0.9484447836875916
99,0.908447265625,0.2810352146625519,0.764892578125,0.9530613422393799
100,0.91162109375,0.27749043703079224,0.747314453125,1.0851589441299438
101,0.918701171875,0.2580139636993408,0.745361328125,1.0781171321868896
102,0.912841796875,0.2557640075683594,0.732421875,1.1520251035690308
103,0.91650390625,0.2558465898036957,0.75,0.9451447129249573
104,0.9111328125,0.2773914933204651,0.76513671875,1.0411800146102905
105,0.914794921875,0.2541058659553528,0.7451171875,1.0956339836120605
106,0.914794921875,0.26986706256866455,0.746337890625,0.9393367767333984
107,0.9208984375,0.2555900812149048,0.74609375,1.112708568572998
108,0.91357421875,0.2741332948207855,0.74267578125,1.0853348970413208
109,0.921142578125,0.25272586941719055,0.75146484375,1.0489225387573242
110,0.91650390625,0.25877827405929565,0.75439453125,0.9445904493331909
111,0.9169921875,0.2502160370349884,0.765380859375,1.089002251625061
112,0.920654296875,0.24092000722885132,0.756591796875,1.1247552633285522
113,0.914306640625,0.2604577839374542,0.742919921875,1.076705813407898
114,0.92431640625,0.2446385622024536,0.7607421875,1.2309682369232178
115,0.916015625,0.2616990804672241,0.758056640625,1.0090700387954712
116,0.91796875,0.2580750584602356,0.76708984375,0.9574264883995056
117,0.922119140625,0.24751479923725128,0.747314453125,1.1926480531692505
118,0.92138671875,0.24658170342445374,0.75634765625,1.2224615812301636
119,0.927001953125,0.22897060215473175,0.761962890625,1.2915802001953125
